title_link,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22
https://www.redfin.com/owner-estimate/fact-check/26568560,/8107cec9842fa245b44c699b897c88db_genMid.18159551_0.jpg,1904 SE 49th Ave,"Portland, OR 97215","$466,555","$435,000",2,2,"1,614",1925,SOLD 6/08/18,"Situated on a beautiful tree-lined street in the highly-coveted Hawthorne neighborhood, is this cozy 2 bedroom/2 bathroom house.  Mature landscaping provides bursts of color and tasty fruit throughout the year.  Tulip magnolia, dogwood, lilac, daphne, plum tree, raspberries, and blueberries, to name a few.  This house is a diamond-in-the-rough and it is just waiting for a tool box and some imagination to make it sparkle!  Open Sat/Sun. [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R177132-20180412.pdf]",2.0,Bungalow,Portland Southeast,Multnomah,"2,950 Sq. Ft.",8,7,8.0,84 / 100,51 / 100,98 / 100
https://www.redfin.com/owner-estimate/fact-check/26325221,/b14b33d5dec42ae31ce37e404d43f938_genMid.18305694_0.jpg,4729 SE Ash St,"Portland, OR 97215","$633,838","$629,900",3,2,"2,800",1948,SOLD 6/07/18,"Rare Providence Heights Mid-Century! 3 beds & 2 baths across 2800 sqft. The main floor formal spaces & master bedroom have been carefully updated w/ period lighting, refinished hardwoods, gas fireplace and designer finishes. Other updates include a new roof, new exterior paint, AC and dual paned windows. A sought after southeast location with great walk and bike scores in the Glencoe catchment area! A rare find. [Home Energy Score = 9. HES Report at https://api.greenbuildingregistry.com/report/pdf/R250645-20180221.pdf]",2.0,Ranch,NORTH TABOR,Multnomah,"6,200 Sq. Ft.",8,7,8.0,79 / 100,62 / 100,93 / 100
https://www.redfin.com/owner-estimate/fact-check/26532786,/e2c1f91be4f961296f4f7ec1325199da_genMid.18211558_0.jpg,1051 SE 56th Ave,"Portland, OR 97215","$677,341","$737,000",3,2.5,"2,480",1927,SOLD 6/06/18,"Idyllic peaceful locale in the heart of Mt. Tabor awaiting the perfect buyer. Spend summer evenings on the deck under the stunning wisteria canopy or winter mornings sipping coffee in the quaint sunroom. Hot tub, organic garden area, mature landscaping w/year-round blooms in a perfect setting. Zip over to lots of local haunts or to Mt. Tabor park.  Historical integrity kept in tact. Very walkable/very bikeable. Welcome home! [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R114612-20180401.pdf]",3.0,"Bungalow, Craftsman",MT. TABOR,Multnomah,"5,000 Sq. Ft.",8,7,8.0,70 / 100,53 / 100,92 / 100
https://www.redfin.com/owner-estimate/fact-check/26551306,/919bb5045a906f36c1a55bae4805c8b1_genMid.18054361_0.jpg,1218 SE 53rd Ave,"Portland, OR 97215","$840,479","$931,000",5,2.5,"3,256",1955,SOLD 6/06/18,"Classic mid-century home on a coveted block of West Mt. Tabor. Two separate tax lots sold as one over-sized parcel with West Hills views and a very serene and calm vibe.This is the Mt. Tabor everyone dreams about but few get. A short walk to the park, schools and all the fun on Hawthorne and Belmont. Open and airy with custom built-in cabinets, trim, and Pratt & Larson tile throughout. Come see for yourself! Open Sunday 5/20 from 2-5 pm [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R268942-20180514.pdf]",3.0,Ranch,City,Tabor,"7,000 Sq. Ft.",8,7,8.0,81 / 100,54 / 100,93 / 100
https://www.redfin.com/owner-estimate/fact-check/113643018,/c89a1893ebb00d551a49d603042c5650_genMid.18530028_0.jpg,5566 SE Morrison St,"Portland, OR 97215","$869,264","$899,900",4,3,"3,355",2017,SOLD 5/31/18,"New Construction, Energy Star Cert. home by Portland's #1 Builder. The large, bright, open floorplan is perfect for gatherings.  Upgraded kitchen with butlers pantry.  Large island and walk in pantry. Main floor has Den and full bath. Elegant Box Beams in spacious DR. Upgraded hardwood floors.  4 BR with Utility Room on 2nd floor.  Master BR w/designer finishes in bath. Huge Master Closet. 3rd level loft-perfect for playroom or Library.",3.0,Old Portland,MT. TABOR,Multnomah,"4,999 Sq. Ft.",8,7,8.0,77 / 100,53 / 100,77 / 100
https://www.redfin.com/owner-estimate/fact-check/26298459,/f27c81981f8ab29573ff4ab0daa5b7ed_genMid.18349479_0.jpg,7427 SE Clay St,"Portland, OR 97215","$500,769","$490,000",3,1,"2,218",1955,SOLD 5/31/18,"Enjoy the midcentury charm of this fabulous East Tabor home! Gleaming red oak floors, brick fireplace, & detailed millwork highlight the open living & dining rooms. The main floor flows into the landscaped backyard & paver patio - perfect for outdoor dining and attentive gardening! The kitchen, 3 main floor BD, and spacious bonus room provide easy convenience. The huge unfinished basement awaits a personal touch. Open Sunday 5/6, 1-3 PM",2.0,"Bungalow, Ranch",EAST TABOR,Multnomah,"5,000 Sq. Ft.",2,8,,67 / 100,50 / 100,87 / 100
https://www.redfin.com/owner-estimate/fact-check/26581312,/6db3e015f22d93b85a1d9bc47fd51613_genMid.18312968_0.jpg,1715 SE 59th Ave,"Portland, OR 97215","$637,673","$675,000",3,2,"2,536",1926,SOLD 5/25/18,"Stylish, updated bungalow in the heart of Mt Tabor is immaculate and move in ready. Classic features such as fireplace, wood floors and clawfoot tub blend seamlessly with modern updates including skylights and luxurious tiled shower. Enjoy the patio and private yard, great for entertaining. One block to 200 acre Mt Tabor park. Near high demand schools and easy stroll to businesses on Hawthorne, Belmont, and Division streets. HES 4",3.0,Bungalow,Mt. Tabor,Multnomah,"4,500 Sq. Ft.",5,7,8.0,61 / 100,49 / 100,95 / 100
https://www.redfin.com/owner-estimate/fact-check/25780308,/5a357a6b87a2fe2f71c6b4cfe39ce371_genMid.18590366_0.jpg,7731 SE Yamhill St,"Portland, OR 97215","$497,179","$495,000",2,1.5,"1,948",1956,SOLD 5/25/18,"Lovely Mid-Century Light filled Ranch sits on Big Corner lot. Home features updated Kitch & Bath, Original Wood detailing, Gleaming Oak flrs, Firepl, Large Master plus 2nd bed on main w/ lrg dbl closets. Huge Basement w/high ceilings great for Family rm/office or has potential for much more ...3rd bed, guest Qtrs? Sweet, private bkyd. 1 car Garage. Just Blks to Mt Tabor Park & Trendy Montavilla w/Shops,Cafes, Theater & Farmers Market! [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R198912-20180326.pdf]",2.0,Ranch,MONTAVILLA / MT TABOR,Multnomah,"5,250 Sq. Ft.",2,8,,86 / 100,53 / 100,90 / 100
https://www.redfin.com/owner-estimate/fact-check/26508671,/1263773f5a9afd3db751f5efdec126d5_genMid.18252411_5.jpg,1736 SE 45th Ave,"Portland, OR 97215","$780,607","$817,000",4,2,"2,769",1925,SOLD 5/25/18,"Artistic kitchen remodel w/vaulted ceiling, custom cabinets+black stainless. Completely remodeled upper level includes: cathedral ceilings, skylights, gorgeous master suite, view. Great closet space throughout, 4th BR is nonconforming. Upgraded mechanicals. New fence w/2 gates encloses park-like yard w/stunning all-season plantings, separate studio, gazebo, gas fireplace, cedar shed. Walk to New Seasons, one block to bike route. [Home Energy Score = 6. HES Report at https://api.greenbuildingregistry.com/report/pdf/R176690-20180329.pdf]",3.0,Craftsman,HAWTHORNE/MT. TABOR,Multnomah,"5,800 Sq. Ft.",8,7,8.0,90 / 100,51 / 100,99 / 100
https://www.redfin.com/owner-estimate/fact-check/26605437,/be742d11881dc9d2eaea23e5e6e7b753_genMid.18033087_0.jpg,8124 SE Morrison St,"Portland, OR 97215","$411,168","$405,000",2,1,"1,652",1923,SOLD 5/22/18,"Just 3 blks from Montavilla village & The Country Cat, Townshend's Tea & Academy Theater. Vintage charm w/hardwoods & covered porch. Newer windows, newer roof, new fence, tiled bath, fresh paint and carpet.  High ceilings in basement w/outside entrance--ADU? Bonus room just needs egress for 3rd bedroom. All appliances included. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R171956-20180331.pdf]",2.0,Bungalow,SOUTH TABOR/MONTAVILLA,Multnomah,"5,450 Sq. Ft.",2,8,,85 / 100,54 / 100,90 / 100
https://www.redfin.com/owner-estimate/fact-check/26545927,/de210ada7fedc30bb87f56b47429ef5c_genMid.18567603_0.jpg,714 SE 48th Ave,"Portland, OR 97215","$613,093","$611,000",3,2,"2,353",1926,SOLD 5/18/18,"This 1920's classic features period mill-work, fireplace mantle, hardwoods; plus expansive upper master w/space for library, office, or nursery & added master bath w/granite, tile, and laundry area. A remodeled kitchen blends in; w/wood cabinets, quartz counters & stainless, incl a Bertazzoni professional 5 burner range. Oversize garage, fenced back yard w/deck & water feature, newer 95+ furnace, basement w/entrance & great locale.Yep.",3.0,"Bungalow, 2 Story",SUNNYSIDE,Multnomah,"5,000 Sq. Ft.",8,7,8.0,81 / 100,54 / 100,92 / 100
https://www.redfin.com/owner-estimate/fact-check/26316248,/38a8d0fb9b5babe2c9cb5df549229f6e_genMid.18019000_0.jpg,4317 SE Pine St,"Portland, OR 97215","$575,442","$539,900",4,1,"2,593",1921,SOLD 5/15/18,"This classic 4 bedroom Bungalow in amazing Laurelhurst location has been lovingly cared for by the same family for over 50 years. The living and dining rooms feature gleaming hardwood floors, fireplace and original built-ins + light and bright kitchen. The 2 bedrooms on the main and 2 bedrooms up allow for perfect division of space and the private, fenced backyard with planter boxes and garden shed is just waiting for your green thumb. [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/pdf/R204068-20180315.pdf]",3.0,Bungalow,LAURELHURST,Multnomah,"5,000 Sq. Ft.",8,7,8.0,78 / 100,60 / 100,100 / 100
https://www.redfin.com/owner-estimate/fact-check/26633979,/797ad1a8516ccc2840a903caf4d928f4_genMid.18387013_0.jpg,6723 SE Ash St,"Portland, OR 97215","$1,033,983","$1,135,000",4,3,"2,643",2008,SOLD 5/11/18,"Custom built in 2008 with the upmost attention to detail and quality, this true 1-level home is meant to impress. Open concept main floor w/ clear vertical fir, floor to ceiling windows, wood burning fireplace all overlooking the back patio and downtown views. Specifically designed to age in place with no stairs, wide hallways and doorways and walk-in showers creates a near impossible find.",1.0,"Contemporary, 1 Story",MT TABOR,Multnomah,"8,148 Sq. Ft.",8,7,8.0,60 / 100,50 / 100,64 / 100
https://www.redfin.com/owner-estimate/fact-check/26606646,/627663870df7632c71ae9e7a167f0f11_genMid.18047862_0.jpg,1404 SE 44th Ave,"Portland, OR 97215","$474,616","$465,000",2,1,"1,700",1911,SOLD 4/16/18,"Classic bungalow in the heart of Hawthorne. Generously proportioned living room/dining room with original divided light windows, fir floors, archways, built-ins & period molding. Remodeled kitchen, two spacious bedrooms and bathroom w/corner tub. This small urban footprint lives large-private side yard for hang-out space & bbq & a sweet front porch to sit and watch the world go by. Walk to anything your heart desires!",2.0,"Bungalow, Craftsman",Hawthorne,Multnomah,"2,582 Sq. Ft.",8,7,8.0,89 / 100,54 / 100,99 / 100
https://www.redfin.com/owner-estimate/fact-check/25778140,/e460d1ccefefd52d48a5334721f85a76_genMid.18381917_0.jpg,4738 SE Madison St,"Portland, OR 97215","$529,101","$505,000",2,1,"2,799",1911,SOLD 4/13/18,"This darling 1911 bungalow has a Walk Score of 87 and Bike Score of 100!  Enjoy a spacious kitchen with quartz counters & tile back-splash. Functional floor plan & spacious room sizes make this one swoon worthy. Many energy updates have been completed, including energy efficient heating & A/C, newer electrical, sewer & more. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R177480-20180202.pdf]",3.0,Bungalow,HAWTHORNE,Multnomah,"3,700 Sq. Ft.",8,7,8.0,88 / 100,54 / 100,99 / 100
https://www.redfin.com/owner-estimate/fact-check/25842561,/3c9ceb308fa45a404aa87e40f7c2c273_genMid.18150505_0.jpg,7714 SE Main St,"Portland, OR 97215","$704,712","$720,000",5,2.5,"2,464",1954,SOLD 4/13/18,"Amazing urban oasis on the eastern slope of Mt Tabor! Its easy to find peace as you nibble your way through the Zen garden-check attached edible plant list. 10,400 sf double lot! This charming, updated mid century home features Japanese screens, and a functional layout on the main level - 3 Br, updated kitchen and bath, refinished hardwoods. Options abound in the finshed bsmt. - Two more bedrooms with egress, kit/lndry and 1.5 baths. [Home Energy Score = 7. HES Report at https://api.greenbuildingregistry.com/report/pdf/R198947-20180218.pdf]",2.0,Mid-Century Modern,Territorial,Mout Tabor,"10,400 Sq. Ft.",2,8,,74 / 100,51 / 100,74 / 100
https://www.redfin.com/owner-estimate/fact-check/26468326,/20dc83f1fa4ccb621aac86de845500ab_genMid.18561883_9.jpg,7620 SE Main St,"Portland, OR 97215","$418,960","$400,000",3,2,"1,208",1988,SOLD 4/12/18,"Location, location! Mt.Tabor Meticulously maintained one owner home. Hard to find 3 bedrooms 2 baths one level ranch. First time on the market. Spacious living room with bay windows & brick fireplace. Open kitchen and dining area, updated flooring & brand new furnace and range. Newer roof & hot water heater. Cyclone fenced yard. Short walk to park. 74 Walk score.",1.0,"Ranch, 1 Story",MT TABOR,Multnomah,"5,200 Sq. Ft.",2,8,,74 / 100,51 / 100,74 / 100
https://www.redfin.com/owner-estimate/fact-check/26665603,/39b61d29b8aba17c6131f2717985d638_genMid.18398802_0.jpg,1634 SE 50th Ave,"Portland, OR 97215","$433,969","$430,000",2,1,"1,623",1908,SOLD 4/19/18,,2.0,Bungalow,HAWTHORNE,Multnomah,"5,000 Sq. Ft.",5,7,8.0,85 / 100,54 / 100,98 / 100
https://www.redfin.com/owner-estimate/fact-check/26606537,/041b6de326fd86e7d93df49cd39bd945_genMid.18222171_0.jpg,1716 SE 56th Ave,"Portland, OR 97215","$709,831","$725,000",3,2,"2,515",1913,SOLD 4/10/18,"This well-appointed Bungalow is located on a quiet tree-lined street in one of Portland's most walkable neighborhoods. Step inside and you will find period details including classic wood floors, moldings and built-ins in combination with modern details such as an updated kitchen, master suite and restored bathrooms. The exterior enjoys a covered front porch, patio, flat yard and raised beds. Close to Mt. Tabor park, shops & restaurants. [Home Energy Score = 8. HES Report at https://api.greenbuildingregistry.com/report/pdf/R268786-20180205.pdf]",3.0,"Old Portland, Traditional",MT TABOR,Multnomah,"4,699 Sq. Ft.",5,7,8.0,76 / 100,50 / 100,93 / 100
https://www.redfin.com/owner-estimate/fact-check/26583351,/2a386ddf51aa76abe5e562ffae00f6da_genMid.18555413_1.jpg,8037 SE Hawthorne Blvd,"Portland, OR 97215","$397,059","$390,000",3,1,"1,096",1950,SOLD 4/06/18,"Offers due Tues. 5pm. Affordable and well cared for bungalow close to Mt Tabor and Montavilla. Private fenced yard w/covered patio & hot tub, flowering trees & detached garage. Family room with slider to backyard & hi efficient wood stove. Recent updates - Roof replaced in 2012, whole house re-plumbed, and water heater replaced in 2015. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R283507-20180219.pdf]",1.0,Bungalow,Montavilla,Multnomah,"4,600 Sq. Ft.",2,8,,82 / 100,53 / 100,91 / 100
https://www.redfin.com/owner-estimate/fact-check/26509451,/ed5cbbf5ef7a0f06734a3dc651b0d8e6_genMid.18187631_0.jpg,1931 SE 50th Ave,"Portland, OR 97215","$546,457","$521,500",3,1.5,"2,532",1904,SOLD 3/30/18,"3 bedroom, 1.5 bath bungalow in the heart of Hawthorne. Original HW floors, dining room, eating nook, mud room. Original charm with updates-new tear off roof/gutters-2008.2 water heaters-40 gallon plus 6 gallon in kitchen, New 95% efficient furnace in 2010 incl. ducts. Rock wall and fence in 2010. All appliances included. French Drain-dry basement.HES Score of 5. This one is a 10. Off street parking for 2 cars. Zen front & back yard",3.0,Bungalow,HAWTHORNE,Multnomah,"4,808 Sq. Ft.",8,7,8.0,86 / 100,52 / 100,98 / 100
https://www.redfin.com/owner-estimate/fact-check/26462837,/41ca7224c1464e4fcd2a87a21163b9fc_genMid.18453421_0.jpg,5528 SE Belmont St,"Portland, OR 97215","$534,514","$493,000",2,1,"2,450",1925,SOLD 3/28/18,"PDX Addition Hygge Life is right here! This tucked-away-urban-oasis hides in plain sight amid Portland's most vibrant neighborhoods. What will it be, Mt. Tabor? Montavilla? Hawthorne? Belmont? Division? They're all so close and convenient. Recently updated features but plenty of opportunity to put your own stamp on things. Grow vegetables, chickens or just hang out in the nice-big-back yard! Call your  Agent to schedule a showing today!",3.0,"Bungalow, Old Portland",Territorial,MONTAVILLA / MT TABOR,"5,450 Sq. Ft.",8,7,8.0,70 / 100,53 / 100,92 / 100
https://www.redfin.com/owner-estimate/fact-check/26502633,/4f58695f4434f7d0ba3ade2fb6af387b_genMid.18385534_0.jpg,2143 SE 57th Ave,"Portland, OR 97215","$725,404","$800,000",3,2.5,"2,901",1924,SOLD 3/26/18,"Remodeled to perfection! Spacious chef's kitchen opens to bright dining room & includes custom cabinets, Viking stove, dual ovens, abundant storage, wine fridge, marble & granite. Refinished wood floors & period sensitive updates. Roomy remodeled basement: exterior access, sauna, family room, wine cellar & workshop. Large lush lot, 2 decks, hot tub, & year round color! Just a short walk to Mt Tabor & Hawthorne. Entertainer's paradise! [Home Energy Score = 9. HES Report at https://api.greenbuildingregistry.com/report/pdf/R297272-20171031.pdf]",3.0,Bungalow,MT. TABOR,Multnomah,"6,379 Sq. Ft.",5,7,8.0,75 / 100,51 / 100,97 / 100
https://www.redfin.com/owner-estimate/fact-check/26538759,/20bb91c8c564ad13de77e72d5c0ffa3c_genMid.18670661_0.jpg,1229 SE 50th Ave,"Portland, OR 97215","$571,368","$579,350",3,1,"2,796",1911,SOLD 3/26/18,"Classic style & charm meet modern comforts! Box beams, deep inset porch, built-ins, classic woodwork, & original wood floors. Lovingly cared for, and tastefully updated. Classically remodeled bathroom, chefs kitchen, high efficiency furnace, & on-demand H2O heater & new roof! Lovely now, w/ room to grow. Explore a future ADU in the basement w/ exterior entrance, or a master suite upstairs! Steps to Hawthorne, Belmont & Mt. Tabor! [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R268821-20180221.pdf]",3.0,"Bungalow, Craftsman",Trees/Woods,MT TABOR,"3,500 Sq. Ft.",8,7,8.0,84 / 100,54 / 100,87 / 100
https://www.redfin.com/owner-estimate/fact-check/26614622,/f947a754290dd9a5ff6b41492771fe7e_genMid.17243197_1.jpg,5645 SE Morrison St,"Portland, OR 97215","$1,022,721","$1,005,000",6,4.5,"5,048",2009,SOLD 3/20/18,"Custom Mt. Tabor home with views of the city and St. Helens, custom upgrades throughout.  Beautiful wood floors in a creative open floor plan with a true gourmet kitchen featuring high-end French duel-fuel range, Miele coffee bar,  3 separate suites, large room up with vaulted ceilings and full bath, theatre room, fitness, crafts - whatever you want, you have a space for it. 2 furnaces for multi-zone heating, deck is ready for hot tub.",4.0,"Craftsman, Custom Style","City, Mountain",Portland Southeast,"6,098 Sq. Ft.",8,7,8.0,77 / 100,53 / 100,77 / 100
https://www.redfin.com/owner-estimate/fact-check/113029195,/9c63c7a93b7162eac36cfc736f80ab62_genMid.18250064_9.jpg,6207 SE Yamhill St,"Portland, OR 97215","$889,856","$905,000",4,2.5,"3,240",2018,SOLD 3/13/18,"Brand new custom designed Earth Advantage certified home with tons of natural light and thoughtful designer details connected to Mt. Tabor Park. A versatile and open floor plan, with large master suite, main level office and Massive bonus room perfect for home theater, gaming area, or office. Plus, brand new construction with a YARD! A+ location. Open Saturday and Sunday 12-3!",3.0,"Contemporary, Craftsman",Trees/Woods,Portland Southeast,"4,079 Sq. Ft.",8,7,8.0,49 / 100,50 / 100,67 / 100
https://www.redfin.com/owner-estimate/fact-check/26603576,/b0958ad7b72d7df19fbba63a557af112_genMid.18432417_0.jpg,7155 SE Harrison St,"Portland, OR 97215","$640,314","$633,000",4,3,"2,810",1959,SOLD 3/12/18,"Classic 50s perched on oversized, corner lot at the base of Mt. Tabor.Large, updated picture windows frame lovely seasonal views & allow natural light to flood main living area. Wood flrs; newer interior paint; level yard w/ gorgeous hardscapes; master suite on main level; & classic 50s details preserved t/o.Lower level features sep living quarters complete w/ lg. family rm; 2nd frplc; bedroom (no closet); bath & kitchenette.A real Gem!",2.0,Ranch,Seasonal,MT TABOR,"7,800 Sq. Ft.",2,8,,43 / 100,50 / 100,83 / 100
https://www.redfin.com/owner-estimate/fact-check/26529389,/1c3e5d6f5a4c0ff131a52eb2fee309a3_genMid.18471843_0.jpg,1911 SE 48th Ave,"Portland, OR 97215","$611,815","$624,469",3,2,"2,526",1914,BOUGHT WITH REDFIN 3/09/18,"A wonderful home in an amazing Hawthorne/Division location. Easy walk to restaurants, shops, & parks. Period details in tact: Fireplace with original hearth & book cases, box-beam ceilings, built in buffet, & hardwood floors. Respectfully updated kitchen & bathrooms. 2 bedrooms on main. Upper level master suite W/ full bath. Covered front & back porch. Sun filled back yard W/ stone patio & gardens. Separate entrance for potential ADU. [Home Energy Score = 2. HES Report at https://api.greenbuildingregistry.com/report/pdf/R262259-20180116.pdf]",3.0,"Bungalow, Craftsman",Portland Southeast,Multnomah,"3,264 Sq. Ft.",8,7,8.0,88 / 100,52 / 100,99 / 100
https://www.redfin.com/owner-estimate/fact-check/25831483,/bd2744343dafd6fc3613b3ce56251130_genMid.18069222_2.jpg,7321 SE Market St,"Portland, OR 97215","$588,987","$590,000",3,3,"2,062",1977,SOLD 4/16/18,"Hearts will swoon over this sweet seventies split level in the heart of Mt Tabor & Montavilla. Loads of light, treed/private views, spacious living areas & bedrooms. Park-like backyard with large, covered deck. Shed/shop in the backyard, too. Two gas fireplaces combined with natural materials like wool carpet and knotty pine walls make this home welcoming & cozy. Newer appliances all stay. All on a quiet cul-de-sac! [Home Energy Score = 6. HES Report at https://api.greenbuildingregistry.com/report/pdf/R136146-20171215.pdf]",2.0,Split,South Tabor,Multnomah,"6,500 Sq. Ft.",2,8,,61 / 100,50 / 100,80 / 100
https://www.redfin.com/owner-estimate/fact-check/26434114,/fc10ed7b655218f7ea0a05ccd2ac7bec_genMid.18375921_0.jpg,1525 SE 52nd Ave,"Portland, OR 97215","$666,938","$700,000",5,2,"3,488",1884,SOLD 2/23/18,"Built in 1884, this home is Portland history at it's best! One house from Portland's booming Hawthorne street and walking distance to popular bars, New Seasons, Mount Tabor and more! A rare DOUBLE lot, tucked quietly in one of the most sought out areas of Portland. Renovator or developer's dream come true! Huge original rooms, hardwoods in great shape, lot is zoned R5. Sold As-Is, buyer to do diligence [Home Energy Score = 1. HES Report at https://api.greenbuildingregistry.com/report/pdf/R332760-20180209.pdf]",2.0,Old Portland,Hawthorne,Multnomah,1,5,7,8.0,82 / 100,53 / 100,92 / 100
https://www.redfin.com/owner-estimate/fact-check/26311360,/87f67e572344fa4217efb4d2d4c61788_genMid.17253927_0.jpg,640 SE 47th Ave,"Portland, OR 97215","$598,648","$418,000",3,1.5,"2,294",1905,SOLD 2/21/18,,3.0,"Old Portland, Craftsman",Trees/Woods,Portland Southeast,"9,000 Sq. Ft.",8,7,8.0,82 / 100,54 / 100,95 / 100
https://www.redfin.com/owner-estimate/fact-check/26528221,/dc429707f8fe6271f8d64031593d779c_genMid.17485159_3.jpg,4931 SE Salmon St,"Portland, OR 97215","$574,253","$560,750",3,2,"2,487",1914,SOLD 2/21/18,"Great potential in this ornate Craftsman bungalow in a spectacular close-in SE location. Tons of original charm w/full brick columns, leaded glass windows, wood fireplace, hardwoods, original kitchen, walk-in closets, paneled staircase, etc. Full basement w/good ceiling height. Covered front & back porches, fenced yard with patio. Location can't be beat - blocks to Hawthorne shops/restaurants & Mt Tabor Park.",3.0,"Bungalow, Craftsman",MT TABOR,Multnomah,"3,780 Sq. Ft.",8,7,8.0,84 / 100,54 / 100,87 / 100
https://www.redfin.com/owner-estimate/fact-check/25825822,/d70934f3bdd4ea5b92f42eb9576dd231_genMid.17578690_5.jpg,7628 SE Main St,"Portland, OR 97215","$440,498","$435,000",3,2,"1,208",1988,SOLD 2/16/18,"Enjoy living in the shadow of Mt. Tabor. Recreational activities abound in the nearby 191 Acre Mt. Tabor Park. Strolling distance to the HOT Montavilla Business District. This home aims to please! Open kitchen, dining & living areas for entertaining. Living room with fireplace. Fenced yard, covered patio, raised beds, storage shed. Loads of shelves in garage for storage. Convenient to shopping, dining & transportation.",1.0,"Ranch, 1 Story",Montavilla,Multnomah,"5,200 Sq. Ft.",2,8,,74 / 100,51 / 100,74 / 100
https://www.redfin.com/owner-estimate/fact-check/26437555,/1fd99d0adef22869014b86bdc0005372_genMid.17045193_2.jpg,4615 SE Main St,"Portland, OR 97215","$402,126","$385,000",1,1,976,1902,SOLD 2/02/18,,1.0,Bungalow,Portland Southeast,Multnomah,"3,300 Sq. Ft.",8,7,8.0,87 / 100,54 / 100,96 / 100
https://www.redfin.com/owner-estimate/fact-check/25844421,/b09813c53d5c9e46ca50cb64f545a672_genMid.17525638_8.jpg,606 SE 58th Ave,"Portland, OR 97215","$797,385","$827,000",5,3,"2,814",1942,SOLD 1/31/18,"This Sun filled daylight ranch sits on west side of Mt Tabor w/spectacular sunset views.Tabor Park has miles of trails & just blks away.Maple floors,walls of windows,and large master suite.Downstairs has ready to rent 2 bdrm apartment & is constantly occupied thru Air B&B.Property has 10 fruit & nut trees, berries, amended workable garden,waterfall & pond too.Blks to restaurants,movie theaters,coffee shops,farmers market & yoga studio.",2.0,Daylight Ranch,"Pond, Mountain, Valley",MT TABOR,"8,200 Sq. Ft.",8,7,8.0,78 / 100,52 / 100,85 / 100
https://www.redfin.com/owner-estimate/fact-check/26605337,/32391b55ef6062382fa91e419d7143e2_genMid.17334247_0.jpg,1816 SE 54th Ave,"Portland, OR 97215","$731,228","$725,000",3,1.5,"3,093",1912,SOLD 1/23/18,"A grand Craftsman in the perfect Mt. Tabor neighborhood. Expansive main floor with living, dining, and parlor rooms. Period features include pocket doors, leaded glass built-ins, box-beam ceilings, and wainscot. Three large bedrooms upstairs, with fourth room for laundry or office. Stairs to unfinished high-ceiling attic offer room to add more majesty to this gem! All of this on a great street just blocks from Hawthorne and Division!",3.0,Craftsman,Trees/Woods,HAWTHORNE/MT. TABOR,"6,050 Sq. Ft.",5,7,8.0,72 / 100,50 / 100,96 / 100
https://www.redfin.com/owner-estimate/fact-check/26582656,/a169a0906aa19a9a48153c7295d52dc2_genMid.17370682_0.jpg,1547 SE 47th Ave,"Portland, OR 97215","$604,568","$616,000",2,2,"3,154",1912,SOLD 1/23/18,"Quintessential Hawthorne bungalow teeming w/ beauty & possibility! Formal parlor, living room w/ fireplace, dining room, spacious kitchen, 2 beds, 2 full baths, large partially finished basement, & stairs up to a ready to be finished 2nd story. Outdoor spaces include grand front porch, back deck, patio, shed, &  mature gardens. Walk Score: 89 Bike Score: 92. Shops, cafes, restuaurants, Mt. Tabor and the whole city is at your doorstep!",1.0,"Bungalow, Craftsman",Portland Southeast,Multnomah,"5,000 Sq. Ft.",8,7,8.0,89 / 100,54 / 100,99 / 100
https://www.redfin.com/owner-estimate/fact-check/26333040,/444427401e82c80e04605aec863e9c33_genMid.17014825_0.jpg,905 SE 68th Ave,"Portland, OR 97215","$619,332","$659,900",4,2,"2,288",1956,SOLD 1/17/18,"This is an outstanding opportunity to own a gorgeous MCM in a primo location, on a corner lot that offers easy access to Mt. Tabor Park and the Hawthorne, Belmont and Montavilla districts. This extremely well maintained home features 4 bedrooms 2 bathrooms, hardwood floors, 2 car attached garage, a remodeled kitchen that is open to the dinning room, an unreal finished daylight basement with original built-ins and full summer kitchen.",1.0,"Daylight Ranch, Mid-Century Modern",Territorial,MT TABOR,"4,900 Sq. Ft.",8,7,8.0,66 / 100,50 / 100,80 / 100
https://www.redfin.com/owner-estimate/fact-check/26333391,/787364f11233b6722a6f93fbd77fbe57_genMid.17475049_0.jpg,5514 NE Couch St,"Portland, OR 97213","$495,053","$394,781",3,2,"2,025",1948,SOLD 1/10/18,,2.0,Traditional,Portland Northeast,Multnomah,"5,000 Sq. Ft.",8,7,8.0,76 / 100,69 / 100,91 / 100
